Designator,Mid X,Mid Y,Rotation,Layer
C1,25.702,4.143,270.0,top
J1,38.148,10.25,180.0,top
J2,28.71,12.828,180.0,top
J3,17.5144,13.16,180.0,top
Q1,16.812,9.096,180.0,top
R1,12.24,8.08,0.0,top
R2,11.3275,10.0358,0.0,top
R3,28.552,6.7338,90.0,top
R4,28.552,2.9238,90.0,top
U1,18.888,4.143,0.0,top
U2,21.638,9.096,0.0,top
